GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AOM001,AOM002,AOM003,AOM004,AOM005,AOM006,AOM007,AOM008,AOF001
"G0950915","1880","Dakota Territory","095","La Moure","0915","La Moure",0,0,0,0,0,0,0,0,0
"G0950935","1880","Dakota Territory","095","Lake","0935","Lake",0,0,0,1,2,482,3,1,146087
"G0950955","1880","Dakota Territory","095","Lawrence","0955","Lawrence",2,17,25,54,39,380,1,0,352531
"G0950975","1880","Dakota Territory","095","Lincoln","0975","Lincoln",0,0,3,17,69,1415,8,0,312321
"G0950995","1880","Dakota Territory","095","Logan","0995","Logan",0,0,0,0,0,0,0,0,0
"G0951015","1880","Dakota Territory","095","Lugenbeel","1015","Lugenbeel",0,0,0,0,0,0,0,0,0
"G0951035","1880","Dakota Territory","095","Lyman","1035","Lyman",0,0,0,0,1,0,0,0,1000
"G0951055","1880","Dakota Territory","095","Mandan","1055","Mandan",0,0,0,0,0,24,0,0,6220
"G0951075","1880","Dakota Territory","095","McCook","1075","Mccook",0,2,1,3,2,229,2,0,26439
"G0951095","1880","Dakota Territory","095","McHenry","1095","Mchenry",0,0,0,0,0,0,0,0,0
"G0951115","1880","Dakota Territory","095","McPherson","1115","Mcpherson",0,0,0,0,0,0,0,0,0
"G0951135","1880","Dakota Territory","095","Mercer","1135","Mercer",0,0,0,0,0,0,0,0,0
"G0951155","1880","Dakota Territory","095","Meyer","1155","Meyer",0,0,0,0,0,0,0,0,0
"G0951175","1880","Dakota Territory","095","Miner","1175","Miner",0,0,1,0,2,96,1,0,9001
"G0951195","1880","Dakota Territory","095","Minnehaha","1195","Minnehaha",0,0,1,5,21,1236,20,3,433936
"G0951215","1880","Dakota Territory","095","Moody","1215","Moody",0,0,0,1,8,802,4,3,184369
"G0951235","1880","Dakota Territory","095","Morton","1235","Morton",0,0,0,0,0,0,0,0,0
"G0951255","1880","Dakota Territory","095","Mountraille","1255","Mountraille",0,0,0,0,0,0,0,0,0
"G0951275","1880","Dakota Territory","095","Pembina","1275","Pembina",0,1,0,3,9,477,7,1,79935
"G0951295","1880","Dakota Territory","095","Pennington","1295","Pennington",0,3,2,2,3,43,0,0,34042
"G0951315","1880","Dakota Territory","095","Potter","1315","Potter",0,0,0,1,0,0,0,0,600
"G0951335","1880","Dakota Territory","095","Pratt","1335","Pratt",0,0,0,0,0,0,0,0,0
"G0951355","1880","Dakota Territory","095","Presho","1355","Presho",0,0,0,0,0,0,0,0,0
"G0951375","1880","Dakota Territory","095","Ramsey","1375","Ramsey",0,0,0,0,0,1,0,0,97
"G0951395","1880","Dakota Territory","095","Ransom","1395","Ransom",0,0,0,0,3,28,1,0,12180
"G0951415","1880","Dakota Territory","095","Renville","1415","Renville",0,0,0,0,0,0,0,0,0
"G0951435","1880","Dakota Territory","095","Richland","1435","Richland",0,0,1,4,35,220,4,1,178950
"G0951455","1880","Dakota Territory","095","Rolette","1455","Rolette",0,0,0,0,0,0,0,0,0
"G0951475","1880","Dakota Territory","095","Rusk","1475","Rusk",0,0,0,0,0,0,0,0,0
"G0951495","1880","Dakota Territory","095","Shannon","1495","Shannon",0,0,0,0,0,20,0,0,8350
"G0951515","1880","Dakota Territory","095","Sheridan","1515","Sheridan",0,0,0,0,0,0,0,0,0
"G0951527","1880","Dakota Territory","095","Sisseton and Wahpeton Indian Reservations","1527","Sisseton and Wahpeton Indian Reservations",0,0,1,3,0,0,0,0,1405
"G0951535","1880","Dakota Territory","095","Spink","1535","Spink",0,0,0,0,0,90,0,0,0
"G0951555","1880","Dakota Territory","095","Stanley","1555","Stanley",0,0,0,0,0,7,0,0,0
"G0951575","1880","Dakota Territory","095","Stark","1575","Stark",0,0,0,0,0,0,0,0,0
"G0951595","1880","Dakota Territory","095","Stevens","1595","Stevens",0,0,0,1,0,3,1,1,10848
"G0951615","1880","Dakota Territory","095","Stutsman","1615","Stutsman",0,0,0,1,2,86,7,6,31470
"G0951635","1880","Dakota Territory","095","Sully","1635","Sully",0,0,0,0,0,0,0,0,0
"G0951655","1880","Dakota Territory","095","Todd","1655","Todd",0,0,0,0,0,0,0,0,0
"G0951675","1880","Dakota Territory","095","Traill","1675","Traill",0,0,3,2,4,558,16,8,402325
"G0951695","1880","Dakota Territory","095","Tripp","1695","Tripp",0,0,0,0,0,0,0,0,0
"G0951715","1880","Dakota Territory","095","Turner","1715","Turner",0,2,0,1,2,1050,5,2,213556
"G0951735","1880","Dakota Territory","095","Union","1735","Union",0,2,9,60,157,1014,4,0,249215
"G0951755","1880","Dakota Territory","095","Unorganized Territory","1755","Unorganized Territory",,,,,,,,,
"G0951775","1880","Dakota Territory","095","Wallette","1775","Wallette",0,0,0,0,0,0,0,0,0
"G0951795","1880","Dakota Territory","095","Walworth","1795","Walworth",0,0,0,1,0,1,0,0,550
"G0951815","1880","Dakota Territory","095","White River","1815","White River",0,0,0,0,0,0,0,0,0
"G0951835","1880","Dakota Territory","095","Williams","1835","Williams",0,0,0,0,0,0,0,0,0
"G0951855","1880","Dakota Territory","095","Yankton","1855","Yankton",0,0,3,19,28,810,18,1,258019
"G0951875","1880","Dakota Territory","095","Ziebach","1875","Ziebach",0,0,0,0,0,0,0,0,0
"G1000010","1880","Delaware","100","Kent","0010","Kent",0,54,127,335,554,1370,30,3,2071011
"G1000030","1880","Delaware","100","New Castle","0030","New Castle",2,116,161,284,451,1035,10,2,2596344
"G1000050","1880","Delaware","100","Sussex","0050","Sussex",2,141,196,586,1034,2226,26,4,1652990
"G1100010","1880","District Of Columbia","110","District Of Columbia","0010","District Of Columbia",5,81,91,132,67,57,2,0,514441
"G1200010","1880","Florida","120","Alachua","0010","Alachua",5,78,164,567,333,358,34,23,491846
"G1200030","1880","Florida","120","Baker","0030","Baker",0,34,33,62,39,51,6,6,75398
"G1200070","1880","Florida","120","Bradford","0070","Bradford",0,13,29,211,171,242,16,7,248209
"G1200090","1880","Florida","120","Brevard","0090","Brevard",11,44,23,46,33,69,3,2,46555
"G1200130","1880","Florida","120","Calhoun","0130","Calhoun",0,5,32,52,37,44,7,3,31797
"G1200190","1880","Florida","120","Clay","0190","Clay",1,6,23,54,38,73,5,2,62330
"G1200230","1880","Florida","120","Columbia","0230","Columbia",0,28,41,264,206,367,41,19,375118
"G1200250","1880","Florida","120","Dade","0250","Dade",0,0,0,0,0,0,0,0,0
"G1200310","1880","Florida","120","Duval","0310","Duval",5,108,114,174,113,79,11,6,94711
"G1200330","1880","Florida","120","Escambia","0330","Escambia",1,30,22,28,10,10,3,5,25997
"G1200370","1880","Florida","120","Franklin","0370","Franklin",1,6,14,6,8,3,1,1,16634
"G1200390","1880","Florida","120","Gadsden","0390","Gadsden",1,80,189,679,167,352,56,31,448458
"G1200470","1880","Florida","120","Hamilton","0470","Hamilton",0,8,32,191,129,274,48,12,286061
"G1200530","1880","Florida","120","Hernando","0530","Hernando",0,5,22,174,149,218,15,6,215300
"G1200570","1880","Florida","120","Hillsborough","0570","Hillsborough",3,23,37,169,199,321,2,3,210800
"G1200590","1880","Florida","120","Holmes","0590","Holmes",10,43,101,94,44,71,7,1,72319
"G1200630","1880","Florida","120","Jackson","0630","Jackson",1,101,230,534,248,402,54,42,429319
"G1200650","1880","Florida","120","Jefferson","0650","Jefferson",0,11,66,834,224,266,45,30,679925
"G1200670","1880","Florida","120","Lafayette","0670","Lafayette",3,23,36,55,25,51,8,3,54858
"G1200730","1880","Florida","120","Leon","0730","Leon",0,12,84,955,397,265,49,27,672990
"G1200750","1880","Florida","120","Levy","0750","Levy",0,6,22,164,99,122,13,15,213350
"G1200770","1880","Florida","120","Liberty","0770","Liberty",0,9,20,23,28,39,16,15,56334
"G1200790","1880","Florida","120","Madison","0790","Madison",0,36,81,675,235,415,33,25,620647
"G1200810","1880","Florida","120","Manatee","0810","Manatee",19,126,135,89,22,25,2,2,102005
"G1200830","1880","Florida","120","Marion","0830","Marion",0,79,129,240,465,467,34,20,508338
"G1200870","1880","Florida","120","Monroe","0870","Monroe",6,6,9,8,9,18,2,0,32873
"G1200890","1880","Florida","120","Nassau","0890","Nassau",0,37,29,47,34,56,16,17,54308
"G1200950","1880","Florida","120","Orange","0950","Orange",0,39,71,162,135,460,19,7,121537
"G1201050","1880","Florida","120","Polk","1050","Polk",0,57,124,141,31,55,7,0,91404
"G1201070","1880","Florida","120","Putnam","1070","Putnam",1,33,77,156,174,196,13,9,194237
"G1201090","1880","Florida","120","St Johns","1090","St Johns",0,26,35,105,59,58,10,4,88409
"G1201130","1880","Florida","120","Santa Rosa","1130","Santa Rosa",0,41,32,9,7,29,3,2,35032
"G1201190","1880","Florida","120","Sumter","1190","Sumter",1,28,57,86,89,274,10,3,106855
"G1201210","1880","Florida","120","Suwannee","1210","Suwannee",0,16,41,190,200,318,27,7,247512
"G1201230","1880","Florida","120","Taylor","1230","Taylor",0,12,59,98,31,104,4,1,86662
"G1201270","1880","Florida","120","Volusia","1270","Volusia",0,6,20,45,52,109,9,3,69253
"G1201290","1880","Florida","120","Wakulla","1290","Wakulla",0,2,8,33,42,145,16,11,76288
"G1201310","1880","Florida","120","Walton","1310","Walton",0,25,94,118,62,91,4,4,86023
"G1201330","1880","Florida","120","Washington","1330","Washington",0,59,121,102,37,65,3,3,109700
"G1300010","1880","Georgia","130","Appling","0010","Appling",1,15,29,25,48,274,71,63,107850
"G1300070","1880","Georgia","130","Baker","0070","Baker",2,93,103,379,148,156,35,37,364846
"G1300090","1880","Georgia","130","Baldwin","0090","Baldwin",0,40,34,454,236,240,40,22,609925
"G1300110","1880","Georgia","130","Banks","0110","Banks",0,5,75,150,151,390,34,4,273790
"G1300150","1880","Georgia","130","Bartow","0150","Bartow",0,31,168,548,402,644,48,9,903688
"G1300190","1880","Georgia","130","Berrien","0190","Berrien",0,0,6,16,53,370,129,59,250833
"G1300210","1880","Georgia","130","Bibb","0210","Bibb",2,18,40,199,145,268,41,15,453256
"G1300270","1880","Georgia","130","Brooks","0270","Brooks",4,9,33,211,101,422,97,53,525145
"G1300290","1880","Georgia","130","Bryan","0290","Bryan",1,78,64,46,55,196,75,51,194905
"G1300310","1880","Georgia","130","Bulloch","0310","Bulloch",1,1,27,72,49,557,147,98,381813
"G1300330","1880","Georgia","130","Burke","0330","Burke",0,11,30,1460,462,559,151,82,1823591
"G1300350","1880","Georgia","130","Butts","0350","Butts",0,6,36,199,188,332,27,7,527609
"G1300370","1880","Georgia","130","Calhoun","0370","Calhoun",0,10,21,286,108,212,45,35,364685
"G1300390","1880","Georgia","130","Camden","0390","Camden",1,42,22,77,92,137,29,30,184304
"G1300395","1880","Georgia","130","Campbell","0395","Campbell",4,31,159,384,235,406,38,7,631820
"G1300450","1880","Georgia","130","Carroll","0450","Carroll",1,45,308,515,504,915,37,10,804458
"G1300470","1880","Georgia","130","Catoosa","0470","Catoosa",0,5,33,62,110,280,13,4,125813
"G1300490","1880","Georgia","130","Charlton","0490","Charlton",0,2,11,7,9,103,33,16,39305
"G1300510","1880","Georgia","130","Chatham","0510","Chatham",3,396,269,129,60,95,16,19,753755
"G1300530","1880","Georgia","130","Chattahoochee","0530","Chattahoochee",0,5,9,91,70,216,53,24,311866
"G1300550","1880","Georgia","130","Chattooga","0550","Chattooga",0,23,115,395,281,479,22,7,454992
"G1300570","1880","Georgia","130","Cherokee","0570","Cherokee",0,11,93,347,441,746,38,9,563082
"G1300590","1880","Georgia","130","Clarke","0590","Clarke",0,25,65,150,112,155,15,2,222467
"G1300610","1880","Georgia","130","Clay","0610","Clay",0,11,24,180,112,210,44,18,370101
"G1300630","1880","Georgia","130","Clayton","0630","Clayton",1,8,82,357,220,243,9,3,450840
"G1300650","1880","Georgia","130","Clinch","0650","Clinch",0,2,8,26,21,234,62,42,112747
"G1300670","1880","Georgia","130","Cobb","0670","Cobb",0,31,137,592,510,591,30,5,1088879
"G1300690","1880","Georgia","130","Coffee","0690","Coffee",1,13,21,40,37,278,75,84,156152
"G1300710","1880","Georgia","130","Colquitt","0710","Colquitt",0,1,7,20,31,265,34,29,92518
"G1300730","1880","Georgia","130","Columbia","0730","Columbia",0,5,42,233,127,191,74,31,564052
"G1300770","1880","Georgia","130","Coweta","0770","Coweta",5,40,141,779,408,548,57,20,1174257
"G1300790","1880","Georgia","130","Crawford","0790","Crawford",2,12,24,242,179,387,48,23,505159
"G1300830","1880","Georgia","130","Dade","0830","Dade",0,9,41,79,84,177,13,8,129668
"G1300850","1880","Georgia","130","Dawson","0850","Dawson",0,25,70,404,225,309,10,0,180757
"G1300870","1880","Georgia","130","Decatur","0870","Decatur",0,6,72,275,127,567,152,68,542114
"G1300890","1880","Georgia","130","DeKalb","0890","De Kalb",0,29,173,510,451,504,19,1,663318
"G1300910","1880","Georgia","130","Dodge","0910","Dodge",0,4,3,20,19,263,34,27,182431
"G1300930","1880","Georgia","130","Dooly","0930","Dooly",0,6,16,385,293,657,62,45,807163
"G1300950","1880","Georgia","130","Dougherty","0950","Dougherty",0,5,21,587,161,123,41,37,611354
"G1300970","1880","Georgia","130","Douglas","0970","Douglas",0,10,49,139,130,337,21,5,334777
"G1300990","1880","Georgia","130","Early","0990","Early",0,2,24,118,88,309,57,38,405285
"G1301010","1880","Georgia","130","Echols","1010","Echols",0,9,23,45,11,136,38,15,93886
"G1301030","1880","Georgia","130","Effingham","1030","Effingham",0,14,17,43,59,272,84,42,193721
"G1301050","1880","Georgia","130","Elbert","1050","Elbert",0,54,234,593,212,424,58,25,676663
"G1301070","1880","Georgia","130","Emanuel","1070","Emanuel",0,6,21,132,70,612,142,97,410589
"G1301110","1880","Georgia","130","Fannin","1110","Fannin",1,14,21,107,240,611,35,7,142630
"G1301130","1880","Georgia","130","Fayette","1130","Fayette",1,21,84,268,215,391,24,4,498767
"G1301150","1880","Georgia","130","Floyd","1150","Floyd",1,11,125,518,362,725,56,13,1061324
"G1301170","1880","Georgia","130","Forsyth","1170","Forsyth",0,23,211,513,330,428,14,2,473367
"G1301190","1880","Georgia","130","Franklin","1190","Franklin",2,61,278,472,240,554,58,9,487626
"G1301210","1880","Georgia","130","Fulton","1210","Fulton",1,79,263,449,217,278,15,3,510099
"G1301230","1880","Georgia","130","Gilmer","1230","Gilmer",0,25,25,94,283,757,39,4,177172
"G1301250","1880","Georgia","130","Glascock","1250","Glascock",0,4,6,109,90,149,20,8,223783
"G1301270","1880","Georgia","130","Glynn","1270","Glynn",10,103,62,74,23,35,17,14,116289
"G1301290","1880","Georgia","130","Gordon","1290","Gordon",0,19,62,219,330,644,53,7,493243
"G1301330","1880","Georgia","130","Greene","1330","Greene",14,39,141,795,329,475,66,16,895297
"G1301350","1880","Georgia","130","Gwinnett","1350","Gwinnett",0,42,252,666,556,920,46,16,1019249
"G1301370","1880","Georgia","130","Habersham","1370","Habersham",3,37,121,144,184,506,53,11,174106
"G1301390","1880","Georgia","130","Hall","1390","Hall",0,20,197,504,465,747,57,13,503321
"G1301410","1880","Georgia","130","Hancock","1410","Hancock",1,35,52,520,319,448,75,45,983773
"G1301430","1880","Georgia","130","Haralson","1430","Haralson",1,12,58,165,227,380,36,10,201025
"G1301450","1880","Georgia","130","Harris","1450","Harris",0,25,64,414,402,788,49,20,969905
"G1301470","1880","Georgia","130","Hart","1470","Hart",0,20,140,251,216,427,20,4,370692
"G1301490","1880","Georgia","130","Heard","1490","Heard",1,12,66,261,178,381,41,12,497468
"G1301510","1880","Georgia","130","Henry","1510","Henry",1,18,88,582,446,483,22,7,743243
"G1301530","1880","Georgia","130","Houston","1530","Houston",0,18,21,390,271,521,105,62,1264744
"G1301550","1880","Georgia","130","Irwin","1550","Irwin",0,4,6,12,6,166,53,53,104137
"G1301570","1880","Georgia","130","Jackson","1570","Jackson",0,15,62,173,311,840,46,11,784211
"G1301590","1880","Georgia","130","Jasper","1590","Jasper",6,10,68,236,217,500,57,23,539980
"G1301630","1880","Georgia","130","Jefferson","1630","Jefferson",0,9,15,473,260,415,76,51,937316
"G1301670","1880","Georgia","130","Johnson","1670","Johnson",1,5,17,203,89,319,55,30,258449
"G1301690","1880","Georgia","130","Jones","1690","Jones",0,23,39,348,185,397,63,32,619973
"G1301750","1880","Georgia","130","Laurens","1750","Laurens",0,2,24,223,96,511,105,61,577550
"G1301770","1880","Georgia","130","Lee","1770","Lee",0,8,14,261,127,210,46,49,642177
"G1301790","1880","Georgia","130","Liberty","1790","Liberty",0,134,256,238,168,301,77,54,225019
"G1301810","1880","Georgia","130","Lincoln","1810","Lincoln",0,5,39,252,71,203,53,28,339389
"G1301850","1880","Georgia","130","Lowndes","1850","Lowndes",0,13,64,316,105,409,85,59,462270
"G1301870","1880","Georgia","130","Lumpkin","1870","Lumpkin",1,32,62,235,200,309,17,3,125021
"G1301890","1880","Georgia","130","McDuffie","1890","Mcduffie",0,12,34,378,295,275,32,9,538652
"G1301910","1880","Georgia","130","McIntosh","1910","Mcintosh",2,180,124,103,42,52,12,26,229413
"G1301930","1880","Georgia","130","Macon","1930","Macon",0,9,13,174,129,327,48,28,583093
"G1301950","1880","Georgia","130","Madison","1950","Madison",1,23,130,206,183,435,39,19,393726
"G1301970","1880","Georgia","130","Marion","1970","Marion",0,2,13,98,107,441,52,21,489861
"G1301990","1880","Georgia","130","Meriwether","1990","Meriwether",2,19,76,495,283,656,94,32,1130908
"G1302010","1880","Georgia","130","Miller","2010","Miller",0,6,17,155,73,195,21,15,171240
"G1302015","1880","Georgia","130","Milton","2015","Milton",0,25,88,294,257,246,7,2,350085
"G1302050","1880","Georgia","130","Mitchell","2050","Mitchell",0,2,13,149,130,320,69,35,527832
"G1302070","1880","Georgia","130","Monroe","2070","Monroe",0,31,82,560,353,605,68,12,986628
"G1302090","1880","Georgia","130","Montgomery","2090","Montgomery",1,0,5,17,20,215,77,89,261579
"G1302110","1880","Georgia","130","Morgan","2110","Morgan",0,14,43,361,234,427,70,18,526337
"G1302130","1880","Georgia","130","Murray","2130","Murray",0,5,21,68,150,469,22,6,250187
"G1302150","1880","Georgia","130","Muscogee","2150","Muscogee",3,3,13,89,69,164,46,17,241550
"G1302170","1880","Georgia","130","Newton","2170","Newton",0,9,39,294,214,443,34,14,638026
"G1302190","1880","Georgia","130","Oconee","2190","Oconee",0,21,94,298,81,182,32,10,338197
"G1302210","1880","Georgia","130","Oglethorpe","2210","Oglethorpe",0,29,121,509,279,521,84,27,791807
"G1302230","1880","Georgia","130","Paulding","2230","Paulding",2,18,163,438,384,487,13,5,602386
"G1302270","1880","Georgia","130","Pickens","2270","Pickens",1,17,76,200,237,438,18,5,174807
"G1302290","1880","Georgia","130","Pierce","2290","Pierce",1,20,8,26,35,222,55,41,110761
"G1302310","1880","Georgia","130","Pike","2310","Pike",0,10,36,361,338,546,46,11,983385
"G1302330","1880","Georgia","130","Polk","2330","Polk",0,7,32,166,138,322,36,10,661013
"G1302350","1880","Georgia","130","Pulaski","2350","Pulaski",0,5,28,358,173,366,62,37,778020
"G1302370","1880","Georgia","130","Putnam","2370","Putnam",0,9,17,419,275,388,64,22,681730
"G1302390","1880","Georgia","130","Quitman","2390","Quitman",0,1,4,85,46,122,26,11,201993
"G1302410","1880","Georgia","130","Rabun","2410","Rabun",0,10,41,45,84,408,59,20,86272
"G1302430","1880","Georgia","130","Randolph","2430","Randolph",2,10,23,378,193,513,71,26,568494
